#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
OFFMAP_NEWS_TOOLTIP;§Y接收新闻§!;;;;;;;;;;x
OFFMAP_NEWS_TOOLTIP_DESC;启用后，将获取到来自 [Root.GetShortGenericName] 的消息;;;;;;;;;;x
OFFMAP_TRIBUTARIES;上贡国;;;;;;;;;;x
OFFMAP_TRIBUTARIES_TOOLTIP;§Y上贡国§!;;;;;;;;;;x
OFFMAP_NAPS;和平条约;;;;;;;;;;x
OFFMAP_NAPS_TOOLTIP;§Y和平条约§!;;;;;;;;;;x
OFFMAP_NAPS_TOOLTIP_DESC;Rulers may sign Peace Deals with the [Root.GetName], to ensure that they will not be the target of an invasion.;;;;;;;;;;x
OFFMAP_GRACE_TOOLTIP;This is your current §Y[Root.GetCurrency]§! with the §Y[Root.Ruler.GetOnlyDynastyName] Dynasty§!!;;;;;;;;;;x
OFFMAP_GRACE_TOOLTIP_GAIN;每月获得: ;;;;;;;;;;x
OFFMAP_GRACE_TOOLTIP_DESC;[Root.GetCurrency] can be gained by giving tribute to [Root.GetFullName], and can be used to gain a variety of boons.;;;;;;;;;;x
OFFMAP_PREV_STATUS;Previous status was $STATUS|Y$;;;;;;;;;;x
OFFMAP_PREV_POLICY;Previous policy was $POLICY|Y$;;;;;;;;;;x
EFFECT_ON_OFFMAP;Effect on [Root.Governor.GetBestName]:;;;;;;;;;;x
OFFMAP_POLICY;政策: $POLICY|Y$;;;;;;;;;;x
OFFMAP_STATUS;状态: $STATUS|Y$;;;;;;;;;;x
TRADE_ROUTE_VALUE_MULTIPLIER_EFFECT;The value of the $ROUTE|Y$ will be set to $VALUE|Y$% of its normal value;;;;;;;;;;x
TRADE_ROUTE_BASE_VALUE_EFFECT;The base value of the $ROUTE|Y$ will be set to $VALUE|Y$;;;;;;;;;;x
ACTIVE_TRADE_ROUTE_IN_PROVINCE;\n$ROUTE|Y$\nThe $ROUTE|Y$ brings trade through this county.\n;;;;;;;;;;x
INACTIVE_TRADE_ROUTE_IN_PROVINCE;\n$ROUTE|Y$\n§RA situation near the source of the §!$ROUTE|Y$§R is causing it to be inactive. Given time, this is likely to change.§!\n;;;;;;;;;;x
OFFMAP_GRACE;天恩;;;;;;;;;;x
TRADE_ROUTE_TRADE_CENTER_UNOWNED;§YPotential Trade Post§!;;;;;;;;;;x
TRADE_ROUTE_TRADE_CENTER_OWNED;§YTrade Post Owned by§! $OWNER|Y$;;;;;;;;;;x
TRADE_ROUTE_TRADE_CENTER_DESC;Some counties have great potential for trade due to their strategic position on a trade route.\nThe owner of the province may build a trade post to reap great economic benefits.;;;;;;;;;;x
TXT_GRACE_desc;\nGrace is gained by §YPaying Tribute§! to the current Emperor, you can use accumulated Grace to §GAsk for Boons§!. Any Grace you have accumulated will be passed on to your heir during succession.\n§RAll Grace is lost should the Dynasty change in China!§!;;;;;;;;;;x
INTERESTED_IN_SOCIETY_TRIGGER_NOT;Does not show interest in joining the $SOCIETY$;;;;;;;;;;x
confucian_bureaucracy;儒家官僚体系;;;;;;;;;;x
GOV_TOLERATES_RELIGIONS_DESC;Does not care if others do not follow their religion;;;;;;;;;;x
GOV_RELIGION_TOLERATED_BY_OTHERS_DESC;Does not get opinion penalties with people of other religions;;;;;;;;;;x
GOV_NO_VASSAL_GOVERNMENT_PENALTIES_DESC;Does not get opinion penalties with vassals of other government types;;;;;;;;;;x
TITLE_USURPTION_DISALLOWED;Is not an usurpable title;;;;;;;;;;x
succ_offmap_succession;儒家官僚体系;;;;;;;;;;x
offmap_succession;Appointment;;;;;;;;;;x
INTERACTION_ACTOR_NOT_COALITION;§Y[Actor.GetTitledFirstName]§! is not in a defensive pact against §Y[Recipient.GetTitledFirstName]§!;;;;;;;;;;x
ATTRITION_AT_SEA;海军损耗：$VALUE|R$%;;;;;;;;;;x
OUT_OF_SUPPLIES_ATTRITION;Attrition from out of supply: $VALUE|R$%;;;;;;;;;;x
ABOVE_SUPPLY_LIMIT_ATTRITION;Attrition from supply limit: $VALUE|R$%;;;;;;;;;;x
ATTRITION_COMMANDER_EFFECT;$LEADER|Y$: $VALUE$;;;;;;;;;;x
ATTRITION_CURRENT;Total monthly attrition: §Y$VALUE$%§!;;;;;;;;;;x
MODIFIER_ARMY_REINFORCE_RATE;Levy Reinforcement Rate;;;;;;;;;;x
UNIT_LEADER_REINFORCE_RATE;Reinforcement rate changed by $REINFORCE$ by $LEADER|Y$;;;;;;;;;;x
SKIRMISH_ATTACK;Skirmish Damage;;;;;;;;;;x
SKIRMISH_DEFENCE;Skirmish Defense;;;;;;;;;;x
MELEE_ATTACK;近战伤害;;;;;;;;;;x
MELEE_DEFENCE;近战防御;;;;;;;;;;x
PURSUIT_ATTACK;追击伤害;;;;;;;;;;x
PURSUIT_DEFENCE;追击防御;;;;;;;;;;x
PHASE_COMBAT_MODIFIER;$PHASE$ Damage Modifier: $PERC$;;;;;;;;;;x
ANY_NEIGHBOR_INDEPENDENT_RULER_STARTS;Any Neighbor Independent Ruler;;;;;;;;;;x
DEMESNE_SIZE_PERCENTAGE;Has demesne size §Y$COMPARISON$ $VALUE$%§! of demesne limit;;;;;;;;;;x
TRIBUTARY_RELATIONSHIP;$TYPE|Y$ of §Y$SUZERAIN$§!;;;;;;;;;;x
GOV_CANNOT_CREATE_EMPIRES_DESC;Cannot create empires;;;;;;;;;;x
GOVERNMENT_CANNOT_CREATE_EMPIRES;Cannot create empires;;;;;;;;;;x
OFFMAP_VIEW_BUTTON_INSTANT;$OFFMAP|Y$\nOpen interaction with §Y$OFFMAP_SHORT$ China§!.;;;;;;;;;;x
NOT_EQUAL;NOT equal to;;;;;;;;;;x
RELATIVE_REALM_SIZE;Realm size is §Y$COMPARISON$ $VALUE$%§! of $WHO|Y$'s realm size;;;;;;;;;;x
TOTAL_REALM_SIZE;Realm Size: $SIZE|Y$;;;;;;;;;;x
AIREASON_ATTACK_ON_TRIBUTARY;War against fellow tributary;;;;;;;;;;x
sold_my_province;出售我的封地;;;;;;;;;;x
sold_vassal_province;出售封臣封地;;;;;;;;;;x
EVTDESC_ADV_3_A;To the respectable [Root.GetTitledFirstName],\nMy [Root.GetLordLady], you are a [Root.GetManWoman] blessed with prosperous lands and a beautiful family! It would honor me greatly to take care of either the county of [selling_province.GetName] or your [marriage_child.GetDaughterSon], [marriage_child.GetTitledFirstName]. This would ensure a lasting peace between us.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;x
EVTDESC_ADV_3_B;To the respectable [Root.GetTitledFirstName],\nMy [Root.GetLordLady], your prosperous lands mark you as a [Root.GetTitle] of impressive abilities. I have an offer for you which would ensure a lasting peace between us. Let me rule the county of [selling_province.GetName] in your name, and no one shall dare to touch it again.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;x
EVTOPTA_ADV_3;[selling_province.GetName] is a fine county, indeed. It can be yours for the right price.;;;;;;;;;;x
EVTOPTA_ADV_3_TT;Offer your county §Y[selling_province.GetName]§! to the adventurer §Y[From.GetTitledFirstName]§! for the price of §G[selling_province.price.GetValue]§!¤. If [From.GetSheHe] accepts, [From.GetSheHe] will become your vassal and you will be protected from raiding adventurers for 10 years.\n;;;;;;;;;;x
EVTOPTB_ADV_3_TT;Offer the county §Y[selling_province.GetName]§!, which is ruled by your vassal §Y[selling_province.Holder.GetTitledFirstName]§!, to the adventurer §Y[From.GetTitledFirstName]§! for the price of §G[selling_province.price.GetValue]§!¤. If [From.GetSheHe] accepts, [From.GetSheHe] will become your vassal and you will be protected from raiding adventurers for 10 years.\n\nHowever, your remaining vassals will be displeased, resulting in the following effect:\n;;;;;;;;;;x
EVTOPTC_ADV_3;[marriage_child.GetFirstName] will make you an excellent [marriage_child.GetHusbandWife].;;;;;;;;;;x
EVTOPTC_ADV_3_TT;Through the marriage, you form a non-aggression pact with §Y[From.GetTitledFirstName]§!.;;;;;;;;;;x
EVTOPTD_ADV_3;A threat dressed up in compliments is still a threat, [GetRootFromInsult]!;;;;;;;;;;x
EVTOPTD_ADV_3_TT;Refuse to make a deal with the adventurer §Y[From.GetTitledFirstName]§!.\n;;;;;;;;;;x
EVTDESC_ADV_4;To the wise and noble [Root.GetTitledFirstName],\nI would be a fool not to accept such a generous offer. I will proudly serve as your vassal, and [selling_province.GetName] shall prosper in my care. This I swear!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;x
EVTOPTA_ADV_4;I am glad we managed to solve this peacefully.;;;;;;;;;;x
EVTOPTA_ADV_5;If it will ensure peace, I must agree.;;;;;;;;;;x
EVTOPTD_ADV_5;太过分了！我们将会在战场上相见。;;;;;;;;;;x
EVTOPTA_ADV_5_tooltip;All other vassals opinion of §Y[Root.GetTitledFirstName]§! changes by §R-15§! for §Y5§! years. §Y(Sold Vassal County)§!\n;;;;;;;;;;x
raiding_adventurer_war_declaration_tooltip;§Y[From.GetTitledFirstName]§! declares [From.GetHerHis] intentions of trying to seize land from your realm by force with [From.GetHerHis] band of thieves and robbers.;;;;;;;;;;x
desc_settled_adventurer;The liege of these lands has settled an adventurer who protects the realm from raiders.;;;;;;;;;;x
GetCouncillorLetterGreeting_string;The [From.GetJobTitle] of the [From.Liege.GetChineseComplimentAdjective] [From.Liege.GetTitle] addresses a letter to the [Root.GetChineseComplimentAdjective] [Root.GetTitle] of the [Root.PrimaryTitle.GetFullName];;;;;;;;;;x
GetRulerLetterGreeting_string;The [From.GetTitle] of [Root.PrimaryTitle.GetName] sends [From.GetHerHis] greetings to the [Root.GetChineseComplimentAdjective] [Root.GetTitle] of the [Root.PrimaryTitle.GetName];;;;;;;;;;x
String_peace_and_unity;May peace and unity always bless your realm;;;;;;;;;;x
String_strength_and_vigor;May strength and vigor bless your rule;;;;;;;;;;x
String_prospering_lands;May your lands always prosper;;;;;;;;;;x
String_divine_guidance;May the Divine guide your path;;;;;;;;;;x
String_heavens_blessings;Heaven's blessings upon thee;;;;;;;;;;x
String_good_health;May good health be with you;;;;;;;;;;x
EVTDESC_JD_20002_A;[Root.GetCouncillorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nTo strengthen the relationship between our nations, my [From.Liege.GetMasterMistress] has sent me on a mission to your demesne. It would honor me to visit your court and [From.GetCGMission].;;;;;;;;;;x
EVTDESC_JD_20002_B;[Root.GetCouncillorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nTo further solidify the bonds between our nations and ensure peaceful cooperation, my [From.Liege.GetMasterMistress] has sent me on a mission to your demesne. I shall visit your court and [From.GetCGMission].;;;;;;;;;;x
GetCGMission_diplomatic_visit;discuss politics with your diplomats;;;;;;;;;;x
GetCGMission_oversee_troops;oversee the training of new troops;;;;;;;;;;x
GetCGMission_study_military;study your military;;;;;;;;;;x
GetCGMission_oversee_tax_collection;oversee this season's tax collection;;;;;;;;;;x
GetCGMission_trade;set up trade agreements with your local merchants;;;;;;;;;;x
GetCGMission_preaching;teach your subjects about the Heavenly Order;;;;;;;;;;x
GetCGMission_study_theology;discuss philosophy with your [Root.Religion.GetPriestTitle]s;;;;;;;;;;x
String_chaste;chaste;;;;;;;;;;x
String_radiant;radiant;;;;;;;;;;x
String_illustrious;illustrious;;;;;;;;;;x
String_honorable;honorable;;;;;;;;;;x
String_honored;honored;;;;;;;;;;x
String_wise;wise;;;;;;;;;;x
String_sage;sage;;;;;;;;;;x
String_pious;pious;;;;;;;;;;x
String_righteous;righteous;;;;;;;;;;x
String_benevolent;benevolent;;;;;;;;;;x
String_sincere;sincere;;;;;;;;;;x
String_brave;brave;;;;;;;;;;x
String_lovely;lovely;;;;;;;;;;x
String_graceful;graceful;;;;;;;;;;x
String_eminent;eminent;;;;;;;;;;x
String_great;great;;;;;;;;;;x
String_exalted;exalted;;;;;;;;;;x
String_magnificent;magnificent;;;;;;;;;;x
EVTOPTA_JD_20002;The servants of the [From.Liege.GetTitle] are always welcome in my realm.;;;;;;;;;;x
EVTOPTB_JD_20002;I have no time to entertain guests at present.;;;;;;;;;;x
EVTOPTA_JD_20002_TT;The [From.GetJobTitle] of §Y[From.Liege.GetTitledFirstName]§!, §Y[From.GetTitle]§!, will pay a visit to your demesne.\n;;;;;;;;;;x
EVTOPTB_JD_20002_TT;Your refusal is a great insult to §Y[From.Liege.GetTitledFirstName]§! and [From.Liege.GetHerHis] [From.GetJobTitle] §Y[From.GetTitledFirstName]§!.\n;;;;;;;;;;x
EVTDESC_JD_20004;After a tour of [Root.Capital.GetName] and a fortnight at my court, [From.GetJobTitle] [From.GetDynName]'s visit has reached its end. Thanks to the meticulous preparations made by my [corresponding_councilor.GetJobTitle], [corresponding_councilor.GetTitledFirstName], everything went smoothly. The [From.GetJobTitle] has returned home with [From.GetCGMissionOutcome] for [From.GetHerHis] [From.Liege.GetMasterMistress].;;;;;;;;;;x
GetCGMissionOutcome_diplomatic_visit;expertly composed letters;;;;;;;;;;x
GetCGMissionOutcome_oversee_troops;a reassuring report;;;;;;;;;;x
GetCGMissionOutcome_study_military;new martial knowledge;;;;;;;;;;x
GetCGMissionOutcome_oversee_tax_collection;heavy coffers;;;;;;;;;;x
GetCGMissionOutcome_trade;several new trade agreements;;;;;;;;;;x
GetCGMissionOutcome_preaching;tales of pious subjects;;;;;;;;;;x
GetCGMissionOutcome_study_theology;new scrolls of philosophy;;;;;;;;;;x
EVTOPTA_JD_20004;Well done, [corresponding_councilor.GetJobTitle] [corresponding_councilor.GetFirstName]. The [From.Liege.GetTitle] will be pleased.;;;;;;;;;;x
EVTDESC_JD_20005;As the welcoming feast ends, [From.GetJobTitle] [From.GetDynName] and I retreat to finish our conversation in private, observing the moon from the [Root.Capital.Capital.GetHolding] walls. Suddenly, bright lights streak across the sky, and the [From.GetJobTitle]'s visage turns ashen. 'Bad omen,' mutters the translator and the two [From.GetMenWomen] make a hasty departure.;;;;;;;;;;x
EVTOPTA_JD_20005;Wait, come back! We were getting on so well!;;;;;;;;;;x
EVTOPTA_JD_20005_tt;§Y[From.GetJobTitle] [From.GetDynName]§! departs immediately as [From.GetSheHe] believes [From.GetHerHis] visit has been cursed by Heaven.;;;;;;;;;;x
EVTDESC_JD_20006;The preparations for [From.GetJobTitle] [From.GetDynName]'s arrival tomorrow are well under way, but I find myself pondering what more I could do to make [From.GetHerHim] feel welcome. Even though a proficient translator has been summoned, would it not be a nice gesture for me to greet [From.GetHerHim] in [From.GetHerHis] native tongue?;;;;;;;;;;x
EVTOPTC_JD_20006;How fortunate that I already know the basics of the language!;;;;;;;;;;x
EVTOPTD_JD_20006;It would be unwise. I cannot hope to rival the translator's skill.;;;;;;;;;;x
EVTOPTA_JD_20006_SUCCESS_TT;a successful night of study. Your greeting tomorrow will be impeccable.;;;;;;;;;;x
student_of_language_tt;§Y[Root.GetTitledFirstName]§! gets '§YStudent of Language§!', giving §G+1§! Learning.;;;;;;;;;;x
multilingual_tt;§Y[Root.GetTitledFirstName]§! gets '§YMultilingual§!', giving §G+1§! Learning and §G+1§! Diplomacy.;;;;;;;;;;x
EVTOPTA_JD_20006_FAILURE_TT;you falling asleep while studying, causing you to be late to the audience tomorrow.;;;;;;;;;;x
EVTOPTB_JD_20006_SUCCESS_TT;you making a good attempt at the greeting.;;;;;;;;;;x
EVTOPTB_JD_20006_FAILURE_TT;you making a flawed attempt at the greeting.;;;;;;;;;;x
EVTOPTC_JD_20006_TT;As you are multilingual, you greet the visitor flawlessly.\n;;;;;;;;;;x
EVTDESC_JD_20007;I asked the translator to not only instruct me in the proper pronunciation, but also teach me the grammar and meaning behind the words. It took many hours, but the pleased look on [FromFrom.GetJobTitle] [FromFrom.GetDynName]'s [FromFrom.GetFaceDescription] face as I greet [FromFrom.GetHerHim] in flawless Chinese proves that it was worth the effort.;;;;;;;;;;x
EVTOPTA_JD_20007;Language holds more power than most [Root.GetMenWomen] understand.;;;;;;;;;;x
EVTDESC_JD_20008;'My [Root.GetLordLady], please wake up!' I sit up with a start. Where am I? My eyes dart around the room. The library! 'The guests are waiting! Forgive me, my [Root.GetLordLady], we didn't know where you were. We've been searching the [Root.Capital.Capital.GetHolding] for hours!' I bury my face in my hands. I have not yet received my guests, and the visit is already a disaster...;;;;;;;;;;x
EVTOPTA_JD_20008;Curse those early risers, the sun is barely up!;;;;;;;;;;x
EVTDESC_JD_20009;I spent an hour reading the greeting which the translator had prepared for me before going to bed, and as I dressed this morning, [FromFrom.GetSheHe] was there to help me with the pronunciation. I have no idea what the elaborate phrases mean, but at least they come out somewhat smoothly as I greet [FromFrom.GetJobTitle] [FromFrom.GetDynName].;;;;;;;;;;x
EVTOPTA_JD_20009;That went well, I think!;;;;;;;;;;x
EVTDESC_JD_20010;I spent an hour reading the greeting which the translator had prepared for me before going to bed. However, as I stood before [FromFrom.GetJobTitle] [FromFrom.GetDynName] this morning, it was as if someone had wiped the words from my mind! I forgot every other word and stuttered something awful...;;;;;;;;;;x
EVTOPTA_JD_20010;I have never been so mortified!;;;;;;;;;;x
multilingual_option_available_tt;This option is available to you because you have the modifier §YMultilingual§!.\n\n;;;;;;;;;;x
EVTDESC_JD_20011;I had my servant buy an exquisite garb of Chinese silk with the proper accessories in preparation for [From.GetJobTitle] [From.GetDynName]'s arrival. However, as I welcomed [From.GetHerHim] and [From.GetHerHis] entourage, the sight of my new robe seemed to displease [From.GetHerHim]! Later, the translator told me I wore several attributes exclusive to the [From.Liege.Offmap.Ruler.GetTitle]'s family.;;;;;;;;;;x
EVTOPTA_JD_20011;卫兵！把那个商人给我找来！;;;;;;;;;;x
EVTDESC_JD_20012;As I am walking in the gardens with my guest [From.GetJobTitle] [From.GetDynName] I comment on the sunny skies. The translator repeats my words and after a moment of thought, [From.GetDynName] replies with ardent enthusiasm. Apparently [From.GetSheHe] thinks my pleasantries are a metaphor for the enlightened nature of the heavenly [From.Offmap.Ruler.GetTitle]!;;;;;;;;;;x
EVTOPTA_JD_20012;I never knew talking about the weather could be so fruitful!;;;;;;;;;;x
EVTOPTE_WOL_351_FROMFROM;Ask [FromFrom.GetHerHis] star sign;;;;;;;;;;x
EVTOPTE_WOL_351_FROMFROMFROM;Ask [FromFromFrom.GetHerHis] star sign;;;;;;;;;;x
